Store,CompetitionDistance,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,Promo2_0,Promo2_1,Promo_Jan,Promo_Feb,Promo_Mar,Promo_Apr,Promo_May,Promo_Jun,Promo_Jul,Promo_Aug,Promo_Sept,Promo_Oct,Promo_Nov,Promo_Dec,CompetitionDistance_log,CompMonth_sin,CompMonth_cos,PromoWeek_sin,PromoWeek_cos,CompetitionAgeMonths,Promo2AgeWeeks,CompetitionDistance_bin_Close,CompetitionDistance_bin_Far,CompetitionDistance_bin_Very_Far
835,7.969357742016346,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1938140728401807,-2.4492935982947064e-16,1.0,0.9350162426854148,0.35460488704253557,92,73,0,1,0
836,7.908754738783246,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1870344717583983,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,1,0
837,9.588845298501564,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.359801116699662,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4,225,0,0,1
838,8.837971491357209,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.286249540560168,-1.0,-1.8369701987210297e-16,-0.4647231720437684,0.88545602565321,23,191,0,0,1
839,5.484796933490655,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8694605040153234,0.49999999999999994,0.8660254037844387,0.992708874098054,-0.12053668025532288,7,225,0,0,0
840,6.976348070447749,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.076480671432496,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,71,225,1,0,0
841,10.227417172661774,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.418358748768111,-0.8660254037844385,-0.5000000000000004,0.992708874098054,-0.12053668025532288,132,225,0,0,1
842,7.090909822079984,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0907411873032014,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,93,225,1,0,0
843,4.110873864173311,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.6313704001963978,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,112,225,0,0,0
844,7.616283561580385,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.153653850359465,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,35,221,1,0,0
845,8.969669103793757,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.299547394234785,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,117,225,0,0,1
846,9.089414904047302,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.311486844978249,0.8660254037844387,-0.4999999999999998,-0.970941817426052,-0.23931566428755774,136,306,0,0,1
847,5.25227342804663,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.8329451460953283,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,104,0,0,0
848,5.916202062607435,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9338667840812656,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,97,225,0,0,0
849,8.517393171418904,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2531209847743163,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
850,7.02197642307216,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.082184828309905,0.49999999999999994,-0.8660254037844387,-0.5680647467311556,-0.8229838658936566,99,104,1,0,0
851,7.754052639035757,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1695167518915612,-1.0,-1.8369701987210297e-16,-0.35460488704253595,0.9350162426854147,23,34,0,1,0
852,6.846943139585379,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0601240469849396,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,136,225,1,0,0
853,9.549736900114642,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.35610092123335,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
854,8.470311205516108,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2481617689089437,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,23,278,0,1,0
855,8.14351740579748,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2130451479559894,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,1,0
856,8.013343181386672,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1987060551155246,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,66,225,0,1,0
857,8.74369111054302,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.276620009987137,-0.8660254037844385,-0.5000000000000004,0.35460488704253584,-0.9350162426854147,120,60,0,1,0
858,8.12296471523406,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2107948296844846,-2.4492935982947064e-16,1.0,-0.992708874098054,0.1205366802553232,80,43,0,1,0
859,9.988334087946246,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.396834172571161,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,1,225,0,0,1
860,8.696343057044556,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2717488099969048,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,66,225,0,1,0
861,6.608000625296087,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.0292004074323717,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,121,1,0,0
862,7.951911381854188,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.191867071703945,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,65,225,0,1,0
863,9.969790141790192,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.395145143911829,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,57,225,0,0,1
864,6.928537818164665,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.0704686325376875,-0.8660254037844386,0.5000000000000001,-0.7485107481711011,0.6631226582407952,34,298,1,0,0
865,7.878912912297133,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.183679129723806,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
866,9.177920480720072,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.32022071527702,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,130,0,0,1
867,9.990169708671852,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3970012103956515,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,0,1
868,7.215975002651466,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1060804301011156,-0.8660254037844385,-0.5000000000000004,0.9350162426854148,0.35460488704253557,120,73,1,0,0
869,5.442417710521793,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.8629038905519502,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,166,225,0,0,0
870,6.660575149839686,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.036087065769243,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,76,225,1,0,0
871,9.27058845232154,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.329284320480249,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
872,8.258681496264236,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.2255616515075936,-1.0,-1.8369701987210297e-16,0.35460488704253584,-0.9350162426854147,11,8,0,1,0
873,7.621195162809845,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.154223725042522,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,81,225,1,0,0
874,8.074337694089515,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2054503961200984,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
875,8.531293315795018,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2545804184053604,-0.5000000000000004,0.8660254037844384,0.8229838658936565,-0.5680647467311557,93,13,0,1,0
876,9.989252319496922,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.396917733298366,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,124,13,0,0,1
877,10.281615721568995,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.423174473540117,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
878,7.00397413672268,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.079938185422248,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,8,225,1,0,0
879,7.75190533307861,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.169271429016762,-1.0,-1.8369701987210297e-16,0.5680647467311558,0.8229838658936564,23,130,1,0,0
880,8.427487278331744,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.243629600728276,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
881,5.198497031265826,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.8243068483519838,1.0,6.123233995736766e-17,-0.5680647467311556,-0.8229838658936566,89,104,0,0,0
882,3.4339872044851463,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.4892992254175486,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,28,225,0,0,0
883,8.071218539969863,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2051066035011075,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,122,225,0,1,0
884,8.929435283803425,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.295503606732327,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
885,6.175867270105761,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9707236282233618,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,116,225,0,0,0
886,9.427948631791716,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.344489570070603,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,130,225,0,0,1
887,9.888424674859085,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.387700268524891,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,23,306,0,0,1
888,8.400884069015854,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.2408037347488476,1.2246467991473532e-16,-1.0,-0.8854560256532096,-0.4647231720437691,38,152,0,1,0
889,9.834726796965336,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3827564198079707,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,116,225,0,0,1
890,8.400884069015854,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2408037347488476,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
891,5.860786223465865,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1.9258220450052628,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,104,0,0,0
892,9.871532381294577,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.38614766463746,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,160,225,0,0,1
893,4.875197323201151,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.77073964639405,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,134,0,0,0
894,5.25227342804663,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8329451460953283,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,33,225,0,0,0
895,8.33110454805304,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.233353394567322,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
896,5.14166355650266,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8150956430032537,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,0,0
897,8.098946748943339,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.2081586649498384,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,103,130,0,1,0
898,9.827739775097854,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3821113388716397,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
899,7.85979918056211,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1815240985093376,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,23,278,0,1,0
900,8.27410200229233,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.227225784646365,0.8660254037844387,-0.4999999999999998,-0.992708874098054,0.1205366802553232,124,43,0,1,0
901,8.061802274538348,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.204068026821112,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,16,225,0,1,0
902,5.739792912179234,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9080291992562277,0.49999999999999994,-0.8660254037844387,-0.992708874098054,0.1205366802553232,3,43,0,0,0
903,8.89439598980643,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2919685352314563,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,11,225,0,0,1
904,6.3473892096560105,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9943450405522716,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,25,225,0,0,0
905,4.51085950651685,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.7067206012930416,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,14,225,0,0,0
906,4.51085950651685,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.7067206012930416,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,61,225,0,0,0
907,5.525452939131784,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8757103667584751,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
908,7.591357046698551,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.150756703343875,-0.4999999999999997,-0.8660254037844388,-0.970941817426052,-0.23931566428755774,61,306,1,0,0
909,7.427144133408616,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.131457940406689,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,1,0,0
910,9.431962766918454,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3448744360558473,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,23,134,0,0,1
911,9.71057005652877,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3712311096098193,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
912,8.03947991910045,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.20160164167615,0.49999999999999994,-0.8660254037844387,0.992708874098054,-0.12053668025532288,63,225,0,1,0
913,5.638354669333745,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8928641420201489,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
914,7.878912912297133,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.183679129723806,0.8660254037844387,-0.4999999999999998,0.46472317204376906,-0.8854560256532096,52,165,0,1,0
915,6.478509642208569,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.012033526440284,1.0,6.123233995736766e-17,-0.992708874098054,0.1205366802553232,29,43,0,0,0
916,4.51085950651685,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.7067206012930416,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,33,225,0,0,0
917,8.88751459738882,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.291272809440477,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,66,225,0,0,1
918,9.836866865194231,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.382953919656779,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4,225,0,0,1
919,7.8713112033234065,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.182822609897471,-1.0,-1.8369701987210297e-16,-0.7485107481711011,0.6631226582407952,23,298,0,1,0
920,6.746412128573375,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0472297850184633,0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,42,43,1,0,0
921,6.734591659972948,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.045702691419236,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,107,225,1,0,0
922,7.65491704784832,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.158127604278178,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,113,225,1,0,0
923,5.638354669333745,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.8928641420201489,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,83,225,0,0,0
924,8.76732914779405,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2790430558866603,0.8660254037844387,-0.4999999999999998,0.12053668025532305,0.992708874098054,52,186,0,1,0
925,6.154858094016418,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.96779157969034,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,101,186,0,0,0
926,8.546946149565585,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2562213284391404,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,53,278,0,1,0
927,6.175867270105761,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9707236282233618,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
928,6.994849985833071,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.0787975826118283,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,104,1,0,0
929,8.480736654405622,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2492620194088935,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
930,4.262679877041316,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.6606403793348097,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
931,7.300472814267799,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.116312478754509,-1.0,-1.8369701987210297e-16,0.12053668025532305,0.992708874098054,47,186,1,0,0
932,9.66147968357552,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.3666372161945217,-1.0,-1.8369701987210297e-16,1.0,-1.6081226496766366e-16,23,278,0,0,1
933,8.74369111054302,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.276620009987137,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,126,225,0,1,0
934,8.605387202152153,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2623241079693805,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,1,0
935,10.014626341770096,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.399224057007117,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,62,225,0,0,1
936,6.364750756851911,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9967052077739862,0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,90,225,0,0,0
937,7.941295570906532,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.1906804971316802,-1.0,-1.8369701987210297e-16,0.9350162426854148,0.35460488704253557,23,73,0,1,0
938,7.944846711001996,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.191077579977847,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,71,225,0,1,0
939,7.201170883281678,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.104276934720701,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
940,8.775085935057266,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2798368971429923,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,35,225,0,1,0
941,7.090909822079984,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0907411873032014,-2.4492935982947064e-16,1.0,-0.5680647467311556,-0.8229838658936566,44,104,1,0,0
942,8.833608482690892,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.2858059555767944,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,23,221,0,1,0
943,9.79929302351827,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.379480671202178,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
944,7.421177528595393,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1307496674781037,-0.4999999999999997,-0.8660254037844388,0.992708874098054,-0.12053668025532288,1,225,1,0,0
945,9.431962766918454,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3448744360558473,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,53,225,0,0,1
946,7.7057128238944275,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.163979456587253,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,44,17,1,0,0
947,6.133398042996649,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.964787704766679,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,17,278,0,0,0
948,7.266128779556451,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.1121662953967393,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,1,0,0
949,6.769641976852503,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.0502240856927894,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,113,225,1,0,0
950,9.0432226489245,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3068980437287885,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,249,225,0,0,1
951,6.566672429803241,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2.0237533974669626,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,23,199,0,0,0
952,8.748463629942055,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2771096961770887,-0.8660254037844386,0.5000000000000001,0.992708874098054,-0.12053668025532288,22,225,0,1,0
953,9.89500164888583,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.3883041197399244,0.8660254037844387,-0.4999999999999998,0.46472317204376906,-0.8854560256532096,112,217,0,0,1
954,5.968707559985366,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.9414297785949048,0.8660254037844386,0.5000000000000001,0.9350162426854148,0.35460488704253557,30,73,0,0,0
955,7.43307534889858,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2.1321615155577556,-0.4999999999999997,-0.8660254037844388,-0.9350162426854147,-0.3546048870425359,73,99,1,0,0
956,7.754052639035757,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.1695167518915612,-0.8660254037844386,0.5000000000000001,0.8229838658936565,-0.5680647467311557,10,221,0,1,0
957,7.259116128097101,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.111317575523662,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,33,225,1,0,0
958,6.089044875446846,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.9585506171458116,-0.5000000000000004,0.8660254037844384,0.992708874098054,-0.12053668025532288,21,225,0,0,0
959,6.966967138613983,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.075303885702134,-2.4492935982947064e-16,1.0,0.992708874098054,-0.12053668025532288,116,225,1,0,0
960,9.103979355984771,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2.3129293418933683,-1.0,-1.8369701987210297e-16,-0.5680647467311556,-0.8229838658936566,23,312,0,0,1
961,9.151757414543884,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2.3176468347900916,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,1
962,5.564520407322694,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.881679452127038,-1.0,-1.8369701987210297e-16,0.992708874098054,-0.12053668025532288,23,225,0,0,0
